,Brand Name,Name of the Product,Price,Return/Exchange,Expected Delivery,Availability,Product URL
10,STRICH,"Bass Guitar Stand, HardWood 41.3"" Height Floor Guitar Dispaly, Walnut Guitars Holder with Hanger for Home, Studio (FH-2, Bass Display)",69,-,-,Available,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MTY2ODQ4MzA4OTI2Mzc1OjE3MjEzMjE5MDg6c3BfbXRmOjMwMDE1NDU3MzcxNDEwMjo6MDo6&url=%2FSTRICH-Hardwood-Dispaly-Guitars-Display%2Fdp%2FB0CQ2DDKWM%2Fref%3Dsr_1_11_sspa%3Fdib%3DeyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc%26dib_tag%3Dse%26keywords%3DGuitar%26qid%3D1721321908%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
11,AeroBand,"Guitar Smart Guitar With Painless Silicone Strings, Travel Silent Guitar With Detachable Fretboard, Headphone Jack, MIDI Guitar For Adults, Teenagers",399,-,-,Available,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MTY2ODQ4MzA4OTI2Mzc1OjE3MjEzMjE5MDg6c3BfbXRmOjMwMDA5NDI2MDg1NTMwMjo6MDo6&url=%2FStringless-Removable-Fretboard-Beginners-Teenagers%2Fdp%2FB0CJ4QWR9Y%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc%26dib_tag%3Dse%26keywords%3DGuitar%26qid%3D1721321908%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
12,La,"Granja de Zenon 15"" Inch Kids Ukulele Guitar Toys with 4 Strings Keep Tones,Kids Ukulele for Beginner,Mini Ukulele Guitar Musical Instruments Educational Learning Toys for Toddler 1-3 Year Old Kids",19,-,-,Available,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MTY2ODQ4MzA4OTI2Mzc1OjE3MjEzMjE5MDg6c3BfbXRmOjIwMDAzODUzMzYxODM5ODo6MDo6&url=%2FChildren-Educations-Learning-Toddlers-Beginners%2Fdp%2FB09HXKJGW7%2Fref%3Dsr_1_13_sspa%3Fdib%3DeyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc%26dib_tag%3Dse%26keywords%3DGuitar%26qid%3D1721321908%26sr%3D8-13-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
13,Kids,"Guitar Acoustic, Jakeloo 21 Inch Wooden Acoustic Guitar for Toddler Guitar Toy Childrens Guitar Musical Toy Instruments Ideal for 3-9 Year Old Boys Girls Gifts (Pink)",36,-,-,Available,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MTY2ODQ4MzA4OTI2Mzc1OjE3MjEzMjE5MDg6c3BfbXRmOjMwMDE5NDI3NTE3NjIwMjo6MDo6&url=%2FJakeloo-Toddler-Childrens-Musical-Instruments%2Fdp%2FB0CH8XSQ54%2Fref%3Dsr_1_14_sspa%3Fdib%3DeyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc%26dib_tag%3Dse%26keywords%3DGuitar%26qid%3D1721321908%26sr%3D8-14-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
14,Jasmine,"S34C NEX Acoustic Guitar,Natural",-,-,-,Not Available,https://www.amazon.com/Jasmine-S34C-NEX-Acoustic-Guitar/dp/B0002GXZK4/ref=sr_1_15?dib=eyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc&dib_tag=se&keywords=Guitar&qid=1721321908&sr=8-15
15,Fender,"Acoustic Guitar, with 2-Year Warranty, CD-60 Dreadnought V3 Classic Design with Rounded Walnut Fingerboard and Alloy Steel Strings, Glossed Black Finish, Spruce Top, Includes Hard-Shell Case",-,-,-,Not Available,https://www.amazon.com/Fender-CD-60-Dreadnaught-Acoustic-Guitar/dp/B07N28JHB2/ref=sr_1_16?dib=eyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc&dib_tag=se&keywords=Guitar&qid=1721321908&sr=8-16
16,Ibanez,"6 String Solid-Body Electric Guitar, Right, Transparent Green Burst (GRX70QATEB)",-,-,-,Not Available,https://www.amazon.com/Ibanez-String-Solid-Body-Electric-GRX70QATEB/dp/B01I0CEIXY/ref=sr_1_17?dib=eyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc&dib_tag=se&keywords=Guitar&qid=1721321908&sr=8-17
17,Yamaha,APXT2 3/4-Size Acoustic-Electric Guitar - Black,-,-,-,Not Available,https://www.amazon.com/Yamaha-APXT2-4-Size-Acoustic-Electric-Guitar/dp/B00DYIIQ0Q/ref=sr_1_18?dib=eyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc&dib_tag=se&keywords=Guitar&qid=1721321908&sr=8-18
18,Perri's,"Leathers Ltd. - Baseball Leather Series - Adjustable Guitar Strap from 41” to 56” - Electric, Acoustic, Bass Guitar Strap - Blue (SP25S-7051)",24,-,-,Available,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MTY2ODQ4MzA4OTI2Mzc1OjE3MjEzMjE5MDg6c3BfbXRmOjIwMDExMzg1ODQxNDg5ODo6MDo6&url=%2FPerris-Leathers-SP25S-7051-Baseball-Leather%2Fdp%2FB078MPFZ6H%2Fref%3Dsr_1_19_sspa%3Fdib%3DeyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc%26dib_tag%3Dse%26keywords%3DGuitar%26qid%3D1721321908%26sr%3D8-19-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA13DHQNG62MNUJ
19,Guyker,"Humbucker Pickup Cover (50mm/52mm Pole Spacing) – Cupronickel Bridge and Neck Pickups Frame Set Replacement Parts for Les Paul LP Style Electric Guitar, Skeleton Style, PC002 Chrome",16,-,-,Available,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MTY2ODQ4MzA4OTI2Mzc1OjE3MjEzMjE5MDg6c3BfbXRmOjMwMDE2OTk5NTcxNDUwMjo6MDo6&url=%2FHumbucker-Pickup-Cover-50mm-52mm%2Fdp%2FB0C49X5K88%2Fref%3Dsr_1_20_sspa%3Fdib%3DeyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc%26dib_tag%3Dse%26keywords%3DGuitar%26qid%3D1721321908%26sr%3D8-20-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
20,Triple,"Guitar Stand, Adjustable Folding Multiple Guitar Stands with Neck Holder Floor Stand Universal for Acoustic Electric Guitars Bass Banjos, Tripod Guitar Stands Holds 3 Guitars Together",43,-,-,Available,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MTY2ODQ4MzA4OTI2Mzc1OjE3MjEzMjE5MDg6c3BfbXRmOjMwMDE3NTg2ODQ4NTAwMjo6MDo6&url=%2FMultiple-Adjustable-Universal-Acoustic-Electric%2Fdp%2FB0CWRLW38C%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc%26dib_tag%3Dse%26keywords%3DGuitar%26qid%3D1721321908%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
21,Guitar,"Strap For Acoustic Guitars , Electric Guitars and Bass , Red Vintage Woven Embroidered Adjustable Strap Includes 2 Strap Locks To Keep Your Guitar Safe & 2 Unique Picks and Pick Pocket",17,-,-,Available,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MTY2ODQ4MzA4OTI2Mzc1OjE3MjEzMjE5MDg6c3BfbXRmOjMwMDA0ODgxOTk1OTYwMjo6MDo6&url=%2FEmbroidered-Electric-Guitarist-Art-Tribute%2Fdp%2FB07B7CQFLP%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc%26dib_tag%3Dse%26keywords%3DGuitar%26qid%3D1721321908%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
